meet,meet-href,compiled,compiled-href,Overall,Name,Year,Team,Time,Overall,Name,Year,Team,Distance
"2017 Coed Golden Timer Meet","https://www.directathletics.com/results/track/49026.html","Compiled","https://www.directathletics.com/results/track/49026_f.html","24","Webb, Shamiyah","FR","Thornton Fractional North","8.61","24","Webb, Shamiyah","FR","Thornton Fractional North",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Trueba, Adriana","11","Our Lady of Lourdes Acade","","","Trueba, Adriana","11","Our Lady of Lourdes Acade","DNS"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","18","Gonzalez, Noa","JR","St. Frederick","","18","Gonzalez, Noa","JR","St. Frederick","76'  6"""
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_f.html","8","Forbes, Deidre","SR-4","Mississippi College","12.90","8","Forbes, Deidre","SR-4","Mississippi College",""
"Argo Invite (Womens Meet)","https://www.directathletics.com/results/track/48841.html","Compiled","https://www.directathletics.com/results/track/48841_f.html","23","Koebbe, Brittany","JR","Reavis","9.44","23","Koebbe, Brittany","JR","Reavis",""
"Whiteland HSR Qualifier #1","https://www.directathletics.com/results/track/47067.html","Compiled","https://www.directathletics.com/results/track/47067_m.html","","","","","","","","","",""
"Argo Invite (Womens Meet)","https://www.directathletics.com/results/track/48841.html","Compiled","https://www.directathletics.com/results/track/48841_f.html","19","Nash, Peyton","JR","Westmont","8.63","19","Nash, Peyton","JR","Westmont",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","10","Alicea, Taylor","11","Miramar HS","","10","Alicea, Taylor","11","Miramar HS","28.99m"
"OWL HSR 2017","https://www.directathletics.com/results/track/48043.html","Compiled","https://www.directathletics.com/results/track/48043_m.html","26","Romine, Brenner","JR","Blackford","7.93","26","Romine, Brenner","JR","Blackford",""
"SIU High School Indoor Track and Field Invitational (Boys)","https://www.directathletics.com/results/track/48355.html","Compiled","https://www.directathletics.com/results/track/48355_m.html","","","","","","","","","",""
"Whiteland HSR Qualifier #1","https://www.directathletics.com/results/track/47067.html","Compiled","https://www.directathletics.com/results/track/47067_m.html","6","Evans, Roosevelt","SR","Warren Central","7.24","6","Evans, Roosevelt","SR","Warren Central",""
"2017 PW Lady Panthers Invite","https://www.directathletics.com/results/track/48455.html","Compiled","https://www.directathletics.com/results/track/48455_f.html","9",",","","Taft","","9",",","","Taft","null"
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","3","Fick, Chris","FR-1","West Virginia Wesleyan","11.26","3","Fick, Chris","FR-1","West Virginia Wesleyan",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","22","Lucero, Arscenia","JR","Belen","","22","Lucero, Arscenia","JR","Belen","62'  0"""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","11","Coq, Bryce","11","Dr. Michael Krop HS","","11","Coq, Bryce","11","Dr. Michael Krop HS","33.55m"
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_m.html","","","","","","","","","",""
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_f.html","","","","","","","","","",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","1","Campbell, Strangenae","SO","Diablo Valley","11.51","1","Campbell, Strangenae","SO","Diablo Valley",""
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_m.html","3","McQuarter, Jordan","FR","Dunbar","7.33","3","McQuarter, Jordan","FR","Dunbar",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","7","Garrison, Gabe","JR-3","West Virginia Wesleyan","","7","Garrison, Gabe","JR-3","West Virginia Wesleyan","40.75m"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","13","Wells, Broderick","JR","Woodlawn, Shreveport","","13","Wells, Broderick","JR","Woodlawn, Shreveport","89'  7"""
"DePauw HSR Qualifier I","https://www.directathletics.com/results/track/47681.html","Compiled","https://www.directathletics.com/results/track/47681_m.html","12","Bell, Brady","SR","Cascade","7.52","12","Bell, Brady","SR","Cascade",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_f.html","","","","","","","","","",""
"Rockford Auburn Girls Invitational","https://www.directathletics.com/results/track/49045.html","Compiled","https://www.directathletics.com/results/track/49045_f.html","1","Sockwell, Courtney","SR","Rockford Lutheran","7.87","1","Sockwell, Courtney","SR","Rockford Lutheran",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_f.html","2","Millican, Cydni","JR","Central, Baton Rouge","","2","Millican, Cydni","JR","Central, Baton Rouge","null"
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_m.html","3","Allison, Chineme","FR-1","Cal Poly","11.11","3","Allison, Chineme","FR-1","Cal Poly",""
"SIU High School Indoor Track and Field Invitational (Boys)","https://www.directathletics.com/results/track/48355.html","Compiled","https://www.directathletics.com/results/track/48355_m.html","9","Whipple, Jake","JR","Hamilton County","7.41","9","Whipple, Jake","JR","Hamilton County",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_f.html","6","Switzer, DaeLin","SO","St. Teresa","8.34","6","Switzer, DaeLin","SO","St. Teresa",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","5",",","","Huntley","","5",",","","Huntley","null"
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_m.html","6","Beasley, Trey'L","SO","Unattached","11.16","6","Beasley, Trey'L","SO","Unattached",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_m.html","","Giarrusoo, Adam","JR","St. Michael","","","Giarrusoo, Adam","JR","St. Michael","null"
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","1","Jade, Barnes","FR","Shasta","","1","Jade, Barnes","FR","Shasta","null"
"York Girls Invitational #3","https://www.directathletics.com/results/track/48988.html","Compiled","https://www.directathletics.com/results/track/48988_f.html","4",",","","Hersey","","4",",","","Hersey","null"
"PINE CREST PANTHER RELAYS","https://www.directathletics.com/results/track/48252.html","Compiled","https://www.directathletics.com/results/track/48252_m.html","6","Haughton, Owayne","SR","Coral Springs Christian","11.49","6","Haughton, Owayne","SR","Coral Springs Christian",""
"Argo Invite (Womens Meet)","https://www.directathletics.com/results/track/48841.html","Compiled","https://www.directathletics.com/results/track/48841_f.html","20","Avalos, Aranely","FR","Solorio Academy","8.98","20","Avalos, Aranely","FR","Solorio Academy",""
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","4",",","","Galesburg","","4",",","","Galesburg","null"
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_m.html","6","Harrison, Keith","FR-1","Rhodes","","6","Harrison, Keith","FR-1","Rhodes","35.05m"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","8","Whiley, Taquaria","11","Miami Northwestern HS","12.80","8","Whiley, Taquaria","11","Miami Northwestern HS",""
"SCIAC Multi-Dual #1","https://www.directathletics.com/results/track/48614.html","Compiled","https://www.directathletics.com/results/track/48614_f.html","4","Stockton, Braelin","SR-4","Occidental","","4","Stockton, Braelin","SR-4","Occidental","34.64m"
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","2","Arotzarena, Dominique","JR-3","Claremont-Mudd-Scripps","","2","Arotzarena, Dominique","JR-3","Claremont-Mudd-Scripps","39.36m"
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_f.html","8","Odom, Sheldyn","JR-3","Whittier","13.27","8","Odom, Sheldyn","JR-3","Whittier",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","6","Tom, Ronald","FR-1","Embry-Riddle","","6","Tom, Ronald","FR-1","Embry-Riddle","41.80m"
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_m.html","","Michelon, Max","FR","Siskiyous","","","Michelon, Max","FR","Siskiyous","null"
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_m.html","5",",","","Paradise 7th Boys","","5",",","","Paradise 7th Boys","null"
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","1","Johnson, Tiffaney","SO-2","Coffeyville CC","","1","Johnson, Tiffaney","SO-2","Coffeyville CC","45.02m"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","21","Mosley, Trivensky","JR","Woodlawn, Shreveport","12.18","21","Mosley, Trivensky","JR","Woodlawn, Shreveport",""
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_f.html","9","Ford, Ivana","FR-1","Florida A&M","","9","Ford, Ivana","FR-1","Florida A&M","9.52m"
"SCIAC Multi-Dual #1","https://www.directathletics.com/results/track/48614.html","Compiled","https://www.directathletics.com/results/track/48614_m.html","3","O'Brien, Wendell","FR-1","Cal Lutheran","11.22","3","O'Brien, Wendell","FR-1","Cal Lutheran",""
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_m.html","7","scott, eddie","SR","Unattached","11.32","7","scott, eddie","SR","Unattached",""
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_m.html","7","Watford, Quincy","SR-4","Berry","11.16","7","Watford, Quincy","SR-4","Berry",""
"Roncalli HSR Qualifier #1","https://www.directathletics.com/results/track/47325.html","Compiled","https://www.directathletics.com/results/track/47325_f.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Fedee, Arielle","10","Westminster Christian Sch","","","Fedee, Arielle","10","Westminster Christian Sch","ND"
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_f.html","6","Gausland, Briana","FR-1","Wheaton (Mass.)","8.04","6","Gausland, Briana","FR-1","Wheaton (Mass.)",""
